Capacite_accueil,NbChambres,frais_menage,Latitude,Longitude,Caution,Prix_Estime
5.0,3.0,0.0,44.8514973663,-0.5817134982,250.0,115.56180074733493
4.0,1.0,0.0,44.8521272545,-0.5688879989,0.0,66.64761018485297
4.0,2.0,0.0,44.8291376223,-0.5647602523,500.0,92.56800915718486
4.0,1.0,25.0,44.8467104662,-0.5878021091,0.0,76.30032264653073
4.0,2.0,0.0,44.8551893032,-0.5666826771,0.0,82.85788067185513
2.0,1.0,10.0,44.8291929117,-0.5759826073,0.0,51.26223546082838
2.0,1.0,0.0,44.8760357422,-0.5518306008,0.0,51.30535513539235
4.0,1.0,0.0,44.8328695547,-0.5738278634,0.0,64.6454208847872
4.0,2.0,0.0,44.8354685447,-0.5733827208,0.0,81.0447104085415
2.0,1.0,0.0,44.83722214,-0.5758512127,0.0,49.30210920464651
2.0,1.0,0.0,44.825919932,-0.5581189037,0.0,45.14603603362593
4.0,1.0,10.0,44.8389848989,-0.5732926067,0.0,68.50405309756752
4.0,2.0,0.0,44.8503755628,-0.5701160094,500.0,96.33706890446592
3.0,0.0,15.0,44.8358419322,-0.5723338179,200.0,50.70199600757496
4.0,2.0,0.0,44.8499892616,-0.5996112505,1000.0,114.20629956003177
3.0,1.0,15.0,44.8468074532,-0.5785415787,300.0,71.97489457181291
2.0,1.0,0.0,44.8375323899,-0.5814229162,150.0,54.24950917658043
2.0,0.0,0.0,44.8211423724,-0.5722484831,150.0,34.51533776084125
3.0,1.0,0.0,44.8377949796,-0.5718427671,100.0,59.66088174309152
4.0,2.0,20.0,44.8201791625,-0.5717651178,300.0,92.99893319273815
6.0,2.0,30.0,44.8408756434,-0.572742305,500.0,120.84680714504611
8.0,3.0,100.0,44.8398071985,-0.6047631799,0.0,165.52193934768275
4.0,1.0,10.0,44.8398326527,-0.5728593145,200.0,74.0258080204976
2.0,1.0,0.0,44.8218624444,-0.5519477162,1000.0,71.00614269832295
4.0,1.0,20.0,44.8406703738,-0.5721111277,400.0,82.57416426223426
4.0,2.0,0.0,44.8509909698,-0.5707371184,0.0,82.8516020830557
5.0,2.0,15.0,44.853482807,-0.5668255969,200.0,100.83769034832767
2.0,1.0,10.0,44.8282808916,-0.5750905333,200.0,56.46951848898243
4.0,2.0,0.0,44.823085099,-0.5508483649,1000.0,103.36631309949735
4.0,1.0,30.0,44.8282589102,-0.5750436138,200.0,78.85618136614357
2.0,1.0,0.0,44.848049008,-0.5959795193,0.0,53.73733752445696
2.0,1.0,5.0,44.8247680745,-0.562895533,0.0,47.21051117017305
2.0,0.0,30.0,44.849041081,-0.5961378756,500.0,60.68560913710007
6.0,2.0,100.0,44.8374380365,-0.6063006353,2000.0,187.7113816759611
2.0,1.0,0.0,44.8528487547,-0.6310610212,300.0,67.6803112491616
3.0,2.0,0.0,44.8540610681,-0.5709588285,0.0,75.1918604824723
5.0,1.0,20.0,44.8237591192,-0.5637442915,300.0,84.37259430934319
4.0,2.0,25.0,44.8395069816,-0.5691620163,1000.0,116.01220514342185
2.0,1.0,0.0,44.8684894006,-0.5510666949,0.0,50.1307086115512
2.0,1.0,0.0,44.8326257483,-0.5725134734,100.0,50.90401039907556
4.0,2.0,20.0,44.832488592,-0.5723999911,0.0,86.6294802610555
2.0,1.0,0.0,44.8517572395,-0.5719885533,0.0,50.79390675723698
4.0,2.0,50.0,44.8470783352,-0.5836841432,250.0,106.3690624997489
9.0,5.0,60.0,44.8413348628,-0.5903123503,0.0,191.67424931294136
2.0,0.0,0.0,44.8613719798,-0.5864044017,150.0,42.23433738388394
2.0,0.0,15.0,44.8463263769,-0.5803793187,0.0,39.75355390473487
3.0,1.0,0.0,44.8525953834,-0.5704073609,0.0,58.80840434608763
2.0,1.0,9.0,44.8804864356,-0.5503629599,0.0,54.48714943626328
2.0,1.0,20.0,44.8412178974,-0.5699771797,500.0,68.82593982997241
4.0,1.0,5.0,44.8414869312,-0.5938864166,200.0,75.76052087892185
4.0,1.0,0.0,44.8252107913,-0.5695664051,0.0,62.94956482687576
6.0,3.0,70.0,44.8229572714,-0.5667317695,200.0,137.64522944405508
4.0,1.0,60.0,44.8662968,-0.5733119115,500.0,101.38825365466982
3.0,1.0,8.0,44.8421228848,-0.5881603916,500.0,76.0173669998967
5.0,2.0,35.0,44.8582641458,-0.566100982,300.0,110.2867409178707
4.0,1.0,40.0,44.8252501696,-0.5515849514,500.0,86.31307358923641
2.0,1.0,0.0,44.8245637664,-0.5539864464,0.0,44.35768337763329
2.0,1.0,0.0,44.8249258421,-0.5521890224,0.0,44.14904113674402
2.0,0.0,0.0,44.8600898596,-0.5677330915,0.0,35.25713653002822
2.0,1.0,0.0,44.8338863378,-0.5875820656,0.0,50.5266243612823
2.0,0.0,0.0,44.8399446388,-0.5806251382,0.0,34.27877419012111
4.0,2.0,0.0,44.8382868823,-0.587468311,0.0,83.47738402422237
4.0,1.0,30.0,44.8399202466,-0.5701839051,100.0,77.06622605242137
2.0,1.0,0.0,44.8274349437,-0.5568918572,0.0,45.182406723703934
4.0,1.0,0.0,44.8333323679,-0.5853655449,150.0,70.47634960652977
2.0,1.0,0.0,44.8385313362,-0.5583414175,0.0,46.956790824283416
2.0,0.0,0.0,44.838638349,-0.5795900605,400.0,44.87459102646517
4.0,1.0,15.0,44.8410018356,-0.5723550775,0.0,70.18980014776571
4.0,1.0,15.0,44.858417297,-0.5655240941,1200.0,104.44773516353052
4.0,2.0,15.0,44.8229298582,-0.5632953394,600.0,98.82352938178792
4.0,0.0,0.0,44.8364912041,-0.5770570982,500.0,63.18770637677517
4.0,1.0,30.0,44.8373223696,-0.5718114707,500.0,87.8646086556746
6.0,2.0,0.0,44.8207461594,-0.5494608371,300.0,99.95867877538694
4.0,1.0,30.0,44.8453434159,-0.6159774542,500.0,95.37728504245388
4.0,3.0,0.0,44.8307160648,-0.5844286578,150.0,102.16613581744332
2.0,1.0,0.0,44.844441207,-0.5502294675,0.0,46.618188435416414
3.0,1.0,0.0,44.845063885,-0.5487762112,0.0,54.620783800758545
2.0,1.0,20.0,44.8221923073,-0.5652269714,1000.0,79.11838693165919
2.0,1.0,0.0,44.8354464178,-0.5995900246,0.0,52.481651242558655
2.0,1.0,0.0,44.8357633582,-0.5737715301,0.0,48.795885855372944
2.0,1.0,0.0,44.8212969329,-0.5806659213,0.0,47.751822540388275
2.0,1.0,0.0,44.8328570303,-0.5735845461,300.0,56.556186182334386
2.0,1.0,20.0,44.8532207443,-0.6095601525,0.0,62.57598354435322
2.0,1.0,5.0,44.830066569,-0.5739187899,0.0,49.55049425904963
2.0,0.0,0.0,44.8334109788,-0.5622734864,0.0,30.705728467009976
2.0,1.0,0.0,44.8174887694,-0.5636534661,0.0,44.75665535703229
2.0,1.0,0.0,44.8227181751,-0.5669226024,0.0,45.9665169845739
4.0,0.0,60.0,44.8416481404,-0.5718393891,500.0,81.60218830386202
2.0,1.0,5.0,44.8314825941,-0.5657303784,100.0,51.299470944241875
4.0,1.0,0.0,44.8618168271,-0.5635917594,250.0,74.0799017039053
2.0,1.0,0.0,44.8290077251,-0.5734871451,0.0,47.802039111854356
2.0,1.0,20.0,44.8322549894,-0.5758419957,0.0,54.747282673644804
2.0,1.0,0.0,44.8214062863,-0.5825330084,0.0,48.03701658081627
4.0,1.0,23.0,44.8505623791,-0.5898188967,350.0,86.08366309971734
2.0,1.0,0.0,44.8580580425,-0.5675030665,0.0,51.03441868901609
2.0,1.0,0.0,44.8665958786,-0.547773715,0.0,49.38786627408717
3.0,1.0,0.0,44.8450035454,-0.5786240877,0.0,58.92493551287407
7.0,4.0,25.0,44.8300609243,-0.5996789251,1101.0,178.41747249686978
2.0,0.0,0.0,44.8384942319,-0.5735583178,180.0,37.971470639518884
2.0,1.0,0.0,44.8488388014,-0.6045384117,0.0,55.085380885409904
2.0,1.0,0.0,44.8258359071,-0.5589741257,0.0,45.25775524256096
4.0,1.0,0.0,44.8389174864,-0.5727687023,200.0,70.81013368860204
2.0,1.0,5.0,44.8546049407,-0.5807906177,0.0,54.004072595464095
6.0,2.0,0.0,44.8413162968,-0.5891948559,0.0,100.40360449998752
2.0,1.0,0.0,44.8282987691,-0.5606357017,0.0,45.845174037686775
6.0,3.0,130.0,44.8441084264,-0.5896877036,1500.0,197.90735705022962
4.0,1.0,40.0,44.8262290965,-0.5790626149,300.0,84.95652652403078
1.0,1.0,0.0,44.8408379041,-0.5983720147,0.0,44.94127594488782
3.0,1.0,0.0,44.826262963,-0.5746336168,0.0,55.70534925895572
2.0,0.0,0.0,44.8379733196,-0.5683054161,200.0,37.68550416767175
6.0,2.0,30.0,44.8501989082,-0.6108600335,500.0,127.66923667744504
2.0,1.0,20.0,44.853253786,-0.5714826598,400.0,68.0085018654845
6.0,1.0,0.0,44.8407613015,-0.5712241343,1000.0,108.95571286869745
4.0,2.0,20.0,44.8421901133,-0.5751310555,500.0,102.05430710032488
4.0,2.0,45.0,44.8416907501,-0.5708849033,500.0,109.05414982551792
4.0,2.0,5.0,44.8269532373,-0.5678011232,200.0,86.03886830684132
1.0,1.0,0.0,44.8365854887,-0.5674735356,0.0,39.877090762007356
4.0,2.0,15.0,44.8387504007,-0.6211054329,200.0,98.47798952964513
1.0,1.0,0.0,44.8298168128,-0.6096261393,0.0,45.0130423464725
2.0,1.0,0.0,44.8403886769,-0.5716883035,0.0,49.14719975550361
2.0,1.0,0.0,44.8221282104,-0.5821532523,0.0,48.08396034104044
7.0,3.0,150.0,44.8474398154,-0.580388097,1000.0,197.6432900386726
4.0,1.0,25.0,44.8272414586,-0.5969723117,800.0,96.73876780778028
2.0,1.0,15.0,44.8370060345,-0.5691552246,400.0,63.84401449652523
8.0,4.0,0.0,44.822158313,-0.5654469965,500.0,156.3760952405937
2.0,1.0,0.0,44.8380907901,-0.5686153708,0.0,48.37912346826488
6.0,2.0,30.0,44.8186646032,-0.5630757885,500.0,116.31765654562241
4.0,1.0,0.0,44.8345902126,-0.5794821949,200.0,71.16987159137898
6.0,1.0,20.0,44.8311931031,-0.6031330468,300.0,99.23698043834429
2.0,1.0,0.0,44.8458389001,-0.6026913362,0.0,54.39542021563739
3.0,1.0,15.0,44.8603471966,-0.5683991055,600.0,80.61615841156254
10.0,5.0,100.0,44.8302167265,-0.5811206748,700.0,228.32377282115885
6.0,3.0,50.0,44.8235122345,-0.5832549205,500.0,142.16106587455488
8.0,3.0,0.0,44.8401622564,-0.5841703879,0.0,131.86145377684807
2.0,1.0,0.0,44.8395999659,-0.5704877616,0.0,48.86250276667306
2.0,1.0,0.0,44.8233341071,-0.5937672059,300.0,58.129308000231504
4.0,0.0,0.0,44.8310162026,-0.5722600252,150.0,52.15903847030586
4.0,1.0,25.0,44.842448201,-0.585425941,1500.0,116.34188556272693
5.0,1.0,40.0,44.8470438922,-0.5390209794,1000.0,109.3580870937385
2.0,1.0,15.0,44.8409675184,-0.5736773412,200.0,59.591299448398786
6.0,3.0,50.0,44.8541204123,-0.5802234313,0.0,132.3777652269364
4.0,2.0,0.0,44.8379739761,-0.5707773932,200.0,86.48641679155025
2.0,0.0,0.0,44.8369268605,-0.5671898395,0.0,31.911932521084964
4.0,1.0,5.0,44.8672910867,-0.6311080149,0.0,79.3129931269068
3.0,1.0,15.0,44.8181146896,-0.5692647626,400.0,69.3203246616913
2.0,2.0,0.0,44.8477031182,-0.5860454034,0.0,68.35026322219528
3.0,1.0,0.0,44.8407953922,-0.5582658261,300.0,63.587128993544866
2.0,0.0,0.0,44.8422364098,-0.550461819,300.0,38.44094753241097
6.0,2.0,50.0,44.8404676065,-0.5717930859,300.0,121.33433926012913
2.0,1.0,20.0,44.8271890074,-0.5759266831,600.0,70.43945801632799
2.0,1.0,0.0,44.8344931814,-0.562609044,0.0,47.00390516439893
4.0,2.0,50.0,44.8430651013,-0.5887963944,800.0,121.56993115460955
6.0,2.0,50.0,44.833049232,-0.5661672935,1500.0,152.26405890610476
3.0,2.0,0.0,44.8399695185,-0.5889527472,0.0,75.80441551024705
2.0,1.0,0.0,44.8253359468,-0.552193431,0.0,44.20751577374904
2.0,0.0,0.0,44.8423453622,-0.5895619232,0.0,35.90861025688628
2.0,1.0,0.0,44.8482908148,-0.5721640201,0.0,50.33038482554639
2.0,0.0,10.0,44.8404919416,-0.581491707,225.0,43.70258528494924
2.0,1.0,50.0,44.8362326039,-0.5693097052,300.0,71.78215844015722
4.0,2.0,0.0,44.8400010048,-0.5766715817,800.0,104.01833297364647
4.0,2.0,40.0,44.8517352877,-0.586334015,700.0,116.63100040344125
6.0,4.0,0.0,44.8274997534,-0.5965771844,0.0,131.7158321949173
2.0,1.0,0.0,44.8379087972,-0.5999647451,150.0,56.98166714466606
4.0,2.0,40.0,44.84801326,-0.5815638585,700.0,115.41684694860942
5.0,2.0,0.0,44.8283581052,-0.5775028913,0.0,88.76198682831091
4.0,2.0,15.0,44.8428688062,-0.5711799547,0.0,86.38037852211528
2.0,1.0,0.0,44.8753811398,-0.5447941035,0.0,50.19634585305539
4.0,3.0,55.0,44.8242369239,-0.5587227629,600.0,126.73831111886466
4.0,1.0,35.0,44.8640665778,-0.5565026696,800.0,99.15840160623611
4.0,1.0,5.0,44.8363077098,-0.5722969583,150.0,70.54446906420344
5.0,3.0,60.0,44.8628497105,-0.6330547011,2000.0,190.83912157105533
2.0,1.0,0.0,44.8424683735,-0.5779590868,0.0,50.34655556909911
4.0,2.0,0.0,44.8184677963,-0.5757339724,600.0,95.38120017646361
2.0,1.0,0.0,44.840300615,-0.5881457988,0.0,51.51269167537157
7.0,2.0,35.0,44.8276775962,-0.5534124507,250.0,119.02304794356041
4.0,1.0,40.0,44.8505506156,-0.585789618,400.0,92.09099666665315
2.0,1.0,15.0,44.8312525075,-0.5660275076,500.0,65.31306897258219
4.0,1.0,15.0,44.8392893501,-0.5680125863,400.0,80.25044889964192
2.0,1.0,0.0,44.8333759824,-0.5882204866,0.0,50.546892421797565
4.0,2.0,30.0,44.834791464,-0.5647320305,400.0,99.84944473168798
2.0,1.0,0.0,44.859470131,-0.562711802,0.0,50.54128706345273
4.0,1.0,30.0,44.8553732927,-0.5628514466,500.0,89.1157395037726
4.0,3.0,20.0,44.8297338462,-0.5678213515,200.0,107.14128446302038
2.0,1.0,15.0,44.8344053524,-0.5801619239,500.0,67.79997341480885
4.0,1.0,0.0,44.8532866228,-0.5771121104,0.0,67.99940337802855
1.0,1.0,0.0,44.8317905657,-0.5743949223,0.0,40.200913648669484
2.0,1.0,0.0,44.8528105506,-0.570837587,0.0,50.77615583722854
2.0,1.0,0.0,44.8335524249,-0.563851913,0.0,47.05080866111348
3.0,1.0,0.0,44.8321064888,-0.5748539974,0.0,56.56131234645636
2.0,1.0,0.0,44.8278660647,-0.5617091995,0.0,45.939256727480824
7.0,3.0,0.0,44.8255863099,-0.5723683846,0.0,119.975782561909
1.0,1.0,5.0,44.8392075459,-0.5547877619,0.0,39.950697867496274
4.0,1.0,20.0,44.8399373352,-0.5885451321,400.0,84.84530004977933
2.0,1.0,0.0,44.8218405946,-0.5784033555,0.0,47.5015821984407
2.0,1.0,20.0,44.8467949137,-0.5487737987,200.0,58.35163833113438
2.0,1.0,10.0,44.8289014272,-0.5641772479,0.0,49.51539362186122
2.0,1.0,10.0,44.8502753916,-0.539412672,1500.0,89.93761292655017
1.0,0.0,0.0,44.8258668741,-0.5758170783,0.0,23.473903508584954
4.0,1.0,18.0,44.8322951303,-0.5744604328,0.0,70.18813427007626
6.0,2.0,10.0,44.8390728653,-0.569095088,560.0,115.55799018167181
2.0,0.0,0.0,44.8250366252,-0.5588309219,0.0,29.0272720780049
4.0,2.0,5.0,44.8369120268,-0.5726427786,0.0,82.6781313043466
4.0,2.0,0.0,44.8375572335,-0.5714282661,300.0,89.2540866229283
3.0,1.0,0.0,44.8388831422,-0.5860246848,300.0,67.32826504799323
2.0,0.0,20.0,44.8506207478,-0.5704076974,500.0,54.117173741876286
5.0,2.0,60.0,44.855450606,-0.570700664,700.0,129.16793047480587
2.0,1.0,30.0,44.8373751565,-0.5679300613,500.0,71.06172324000727
2.0,1.0,15.0,44.8500756865,-0.5721991617,800.0,77.05665967351706
2.0,1.0,0.0,44.831913664,-0.5723551631,0.0,48.04830992026655
2.0,1.0,0.0,44.8317337675,-0.5659084402,0.0,47.0914644370705
4.0,2.0,29.0,44.8470414021,-0.5600564615,1500.0,130.65055855215178
2.0,1.0,10.0,44.8289558312,-0.5938675628,1000.0,81.13696476072073
1.0,1.0,0.0,44.8439852111,-0.5779202467,0.0,42.43010902043716
4.0,1.0,45.0,44.8391799403,-0.5722502475,0.0,79.13825324437312
2.0,1.0,0.0,44.8291965754,-0.5720677901,500.0,61.285594471490185
8.0,3.0,20.0,44.8369906943,-0.5688940202,500.0,149.01594216423655
4.0,1.0,10.0,44.8206684623,-0.5800885527,300.0,75.09999390100256
2.0,1.0,0.0,44.8422678798,-0.5576626447,200.0,52.8504868529335
2.0,1.0,0.0,44.8229450677,-0.5614062898,350.0,54.764875675080475
4.0,1.0,0.0,44.8365558017,-0.5693323216,0.0,64.51574545155472
2.0,1.0,0.0,44.8439139455,-0.5517513161,0.0,46.76371693650162
6.0,2.0,15.0,44.8272624649,-0.571324129,500.0,114.11173967735158
2.0,1.0,0.0,44.8533274628,-0.5764697286,0.0,51.66283385803854
4.0,2.0,0.0,44.8457345112,-0.5458179159,900.0,103.1013517535066
2.0,1.0,0.0,44.84898684,-0.6178731225,0.0,57.032965348368634
3.0,1.0,0.0,44.8387214934,-0.5668137636,0.0,56.33251811055743
1.0,0.0,0.0,44.8465369815,-0.5803541917,600.0,43.43899836233959
3.0,2.0,0.0,44.8513331925,-0.5922556752,1000.0,105.20828692830673
3.0,1.0,5.0,44.8504990937,-0.5739062384,0.0,60.55506500435877
2.0,1.0,0.0,44.8281684095,-0.5790461217,150.0,52.58547534734862
2.0,1.0,5.0,44.826676238,-0.5682559628,0.0,48.25414022498899
6.0,5.0,0.0,44.8576544418,-0.5884994424,500.0,164.56052287479724
2.0,0.0,5.0,44.8229621212,-0.5689383635,0.0,31.731863748797878
4.0,1.0,0.0,44.86817174,-0.5738510172,0.0,69.62748355041822
4.0,0.0,0.0,44.8244534659,-0.5958352409,400.0,61.470824059430925
3.0,2.0,35.0,44.842167077,-0.6023599017,300.0,97.00601637145428
2.0,1.0,0.0,44.8232721506,-0.5699181334,0.0,46.47746336919499
2.0,1.0,10.0,44.8392602381,-0.5777724882,200.0,58.405461719700725
3.0,1.0,10.0,44.8457141103,-0.5853939531,580.0,78.92474848478832
1.0,1.0,0.0,44.8494144749,-0.5813975803,0.0,43.69823894105866
6.0,2.0,80.0,44.8521674288,-0.5394145401,800.0,141.1886144392538
4.0,1.0,25.0,44.8330503708,-0.5820617654,0.0,73.5444089638313
5.0,1.0,20.0,44.8495587153,-0.5731062058,300.0,89.36383265444601
4.0,1.0,0.0,44.8302897444,-0.5693975884,0.0,63.641464783854644
4.0,1.0,0.0,44.8299922545,-0.5713040902,0.0,63.874976090330165
2.0,1.0,0.0,44.8753991196,-0.5438470493,0.0,50.062043554513366
4.0,1.0,0.0,44.832350973,-0.5666932133,200.0,69.00621343631883
3.0,1.0,30.0,44.8324421888,-0.5744242644,150.0,69.86570997594845
2.0,0.0,0.0,44.8390038717,-0.5736820257,0.0,33.14289968234243
4.0,2.0,0.0,44.8346801917,-0.5700858474,0.0,80.45716905701465
6.0,1.0,40.0,44.862333258,-0.5623871805,250.0,102.52225918391468
2.0,1.0,0.0,44.8526351992,-0.5701440739,0.0,50.6512214248869
4.0,2.0,40.0,44.8591027038,-0.5604868285,200.0,100.27342657269128
1.0,1.0,0.0,44.8504737076,-0.5729327491,0.0,42.62455707060144
4.0,2.0,25.0,44.8398087331,-0.5900533313,800.0,113.60850641631532
2.0,1.0,0.0,44.8443868451,-0.5499554831,300.0,54.768135050564524
3.0,0.0,7.0,44.8252761945,-0.5612195616,200.0,45.14720601898989
2.0,0.0,0.0,44.8362200112,-0.5679888051,0.0,31.92768554473514
2.0,0.0,0.0,44.8431007943,-0.5965257888,300.0,45.21854610475202
2.0,1.0,10.0,44.8331464541,-0.5708208105,0.0,51.073991190448396
1.0,1.0,0.0,44.8650422188,-0.5529827592,0.0,41.79663969854391
4.0,1.0,35.0,44.8381289145,-0.5733357756,300.0,84.27055749670762
4.0,1.0,0.0,44.8295446705,-0.596177114,0.0,67.40570740709154
2.0,0.0,0.0,44.8260323828,-0.5689991988,400.0,41.56650078816347
2.0,1.0,0.0,44.8395398097,-0.5758610579,300.0,57.82759678327602
1.0,1.0,0.0,44.8412389111,-0.5735827743,0.0,41.41608150795673
2.0,1.0,0.0,44.8567209341,-0.5645597817,0.0,50.42057491335254
3.0,1.0,25.0,44.8589611485,-0.5722849939,600.0,84.05566127546535
2.0,1.0,0.0,44.8308025797,-0.6049101082,0.0,52.59541268335215
4.0,1.0,0.0,44.858726654,-0.564728497,300.0,75.17453534970264
2.0,0.0,30.0,44.8355978949,-0.5774743807,400.0,53.360645280991776
2.0,0.0,15.0,44.8368308495,-0.5705056036,0.0,36.987752372338036
4.0,1.0,0.0,44.8390510964,-0.568097724,0.0,64.68927579852334
4.0,2.0,0.0,44.839461422,-0.6124134017,300.0,95.44449937374247
4.0,1.0,35.0,44.850686224,-0.5728865604,300.0,85.97662642139585
4.0,1.0,0.0,44.8404762223,-0.5495181049,0.0,62.20573037818485
4.0,2.0,0.0,44.8528160249,-0.5908596111,300.0,94.21365275718745
4.0,0.0,0.0,44.8295694871,-0.5779320203,250.0,55.50694192279843
4.0,1.0,5.0,44.8627520175,-0.621473714,200.0,82.74560095765082
2.0,1.0,25.0,44.839939278,-0.5782819401,0.0,57.7203089698578
2.0,1.0,15.0,44.8421436184,-0.5905103979,500.0,70.38654286980545
4.0,2.0,0.0,44.8557060781,-0.5641248638,500.0,96.22319008200884
6.0,2.0,50.0,44.8474543548,-0.5993246349,500.0,131.76247066833912
2.0,0.0,30.0,44.8129525975,-0.571050623,200.0,43.77399012247497
2.0,1.0,30.0,44.8225352781,-0.5663284474,150.0,59.17401913000867
6.0,3.0,0.0,44.8387755513,-0.5499596276,500.0,124.13532734701221
4.0,1.0,20.0,44.8572178153,-0.5589899684,150.0,76.18102197056669
2.0,1.0,0.0,44.8553010933,-0.5696445842,300.0,59.152226777276155
3.0,2.0,0.0,44.8491078832,-0.5927175797,400.0,88.56678643951273
2.0,1.0,0.0,44.8390204743,-0.5800601393,0.0,50.163870439070706
3.0,1.0,0.0,44.8308564214,-0.5830818205,0.0,57.573835690391206
8.0,3.0,0.0,44.8424604582,-0.5766265639,0.0,131.09558000921788
2.0,1.0,0.0,44.8793983021,-0.5505000244,0.0,51.587329332769514
2.0,1.0,10.0,44.8371519331,-0.5679790083,300.0,59.425483932429415
3.0,1.0,0.0,44.8252329545,-0.5725271754,0.0,55.25573008893025
4.0,1.0,15.0,44.834719109,-0.5649507874,1500.0,109.21991098341277
2.0,1.0,5.0,44.8544682316,-0.5775399469,200.0,58.97990977871723
2.0,1.0,0.0,44.8577244839,-0.568193908,350.0,60.65059574856332
2.0,1.0,0.0,44.8453081531,-0.580152702,0.0,51.06400489434327
2.0,1.0,0.0,44.8406544577,-0.559173582,0.0,47.376455484442886
2.0,1.0,15.0,44.8265781111,-0.5718520766,250.0,58.664412159380845
5.0,2.0,0.0,44.8370584984,-0.5828619803,0.0,90.76333993314165
4.0,1.0,25.0,44.8512965315,-0.5887728961,400.0,88.01697015281661
2.0,1.0,0.0,44.8219928077,-0.5622425351,0.0,45.18800359119177
2.0,1.0,20.0,44.8334587293,-0.5632178983,500.0,66.75501796436129
2.0,0.0,0.0,44.8220077403,-0.5761477472,450.0,43.39797971362441
2.0,1.0,0.0,44.8247588698,-0.5614763775,250.0,52.298405316391836
8.0,4.0,100.0,44.8440162458,-0.5869091309,2000.0,234.2809240697452
8.0,3.0,0.0,44.8343130195,-0.5744846562,0.0,129.63705511570333
4.0,1.0,15.0,44.860715378,-0.5714342979,500.0,86.49898868958826
2.0,1.0,0.0,44.8369623574,-0.5689098337,500.0,61.924526747274285
2.0,1.0,0.0,44.8372232908,-0.5677546445,0.0,48.13241414746062
2.0,1.0,25.0,44.8368839573,-0.5680284157,250.0,62.63890169482329
1.0,1.0,0.0,44.8437274897,-0.5739915861,0.0,41.8261176944452
6.0,3.0,50.0,44.8606841927,-0.5747504911,0.0,132.5126900172245
3.0,1.0,20.0,44.8425824929,-0.5804659594,300.0,73.19384982553129
4.0,3.0,0.0,44.8481307391,-0.5872376885,0.0,100.92942297027093
4.0,1.0,15.0,44.8416813404,-0.5723492169,0.0,70.28478488594101
7.0,3.0,0.0,44.828217961,-0.5935091037,200.0,128.8663098863035
4.0,1.0,30.0,44.8424738512,-0.5713292319,600.0,91.25385193579496
4.0,2.0,25.0,44.8384508482,-0.5686072465,150.0,92.55769721517845
2.0,1.0,0.0,44.8302977086,-0.5718076695,0.0,47.74130315729326
9.0,3.0,18.0,44.8350250677,-0.5718132561,450.0,155.30437505104146
2.0,1.0,0.0,44.824021579,-0.5709143256,0.0,46.72709418747945
6.0,2.0,15.0,44.8408247299,-0.5621497928,500.0,114.69886317534656
8.0,4.0,100.0,44.8485615112,-0.5887094931,400.0,191.46367572647523
4.0,1.0,25.0,44.8566713161,-0.5631068607,0.0,74.13694712152119
2.0,0.0,0.0,44.8213988556,-0.5755112333,0.0,30.924337954731527
2.0,1.0,15.0,44.8611504637,-0.5570476729,800.0,76.42934211456941
2.0,1.0,0.0,44.8452576323,-0.5571452888,0.0,47.73258359065221
2.0,0.0,30.0,44.8512213035,-0.5739045515,300.0,52.31583879865502
2.0,1.0,0.0,44.8600449001,-0.5700901343,0.0,51.688428415153794
8.0,4.0,60.0,44.8201865591,-0.5723793908,500.0,175.54075264240055
4.0,2.0,30.0,44.8413619573,-0.5785198205,500.0,105.50066188666187
4.0,2.0,60.0,44.8399036526,-0.5711034246,250.0,106.6129580910856
2.0,1.0,0.0,44.8362632205,-0.5679610703,450.0,60.32264136822323
4.0,2.0,50.0,44.8543719164,-0.5660066566,0.0,98.01250032700682
4.0,1.0,0.0,44.8275325342,-0.5606022098,200.0,67.44658496214197
2.0,0.0,0.0,44.8413739217,-0.5729559663,0.0,33.37224428498757
2.0,1.0,30.0,44.8391887515,-0.5744733353,500.0,72.26292201793422
4.0,2.0,35.0,44.8292914194,-0.5723790956,500.0,104.44783282739081
6.0,2.0,0.0,44.8294314361,-0.5760706707,500.0,110.49317918936958
2.0,1.0,0.0,44.8270317516,-0.5838702335,0.0,49.02359697167685
5.0,2.0,25.0,44.8497871107,-0.571737709,400.0,109.5645378641484
5.0,2.0,40.0,44.815093116,-0.5685303307,0.0,97.88883782020821
3.0,2.0,0.0,44.852065118,-0.578875754,500.0,89.71627131543028
4.0,1.0,30.0,44.8579936973,-0.5626538515,500.0,89.4567487469676
2.0,1.0,30.0,44.8480425637,-0.5805381151,600.0,77.12027618405864
4.0,1.0,15.0,44.8419210355,-0.5716877921,0.0,70.22302144555579
2.0,1.0,10.0,44.859917644,-0.5824905156,0.0,56.53570297996339
4.0,2.0,0.0,44.8376873373,-0.5793975386,0.0,82.2266991719971
4.0,1.0,0.0,44.8296188341,-0.557488805,300.0,70.02336927729539
2.0,1.0,5.0,44.8243925449,-0.5645601443,200.0,52.86286668889352
2.0,1.0,18.0,44.8373765658,-0.5743966802,90.0,57.10521232827705
2.0,1.0,0.0,44.8398836723,-0.6201907651,0.0,56.08400436926331
6.0,2.0,5.0,44.8277785948,-0.5771337221,1000.0,125.61243361032302
4.0,1.0,0.0,44.8318634579,-0.5949549479,0.0,67.55614088262246
4.0,2.0,0.0,44.831268786,-0.5920198633,0.0,83.14525687720561
6.0,3.0,0.0,44.8198947215,-0.568754375,500.0,124.18815357924359
